UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_Rolling_Mean,Air temperature [K]_Volatility,Air temperature [K]_Delta,Process temperature [K]_Rolling_Mean,Process temperature [K]_Volatility,Process temperature [K]_Delta,Rotational speed [rpm]_Rolling_Mean,Rotational speed [rpm]_Volatility,Rotational speed [rpm]_Delta,Torque [Nm]_Rolling_Mean,Torque [Nm]_Volatility,Torque [Nm]_Delta,Tool wear [min]_Rolling_Mean,Tool wear [min]_Volatility,Tool wear [min]_Delta,Air temperature [K]_Rolling_Delta,Process temperature [K]_Rolling_Delta,Rotational speed [rpm]_Rolling_Delta,Torque [Nm]_Rolling_Delta,Tool wear [min]_Rolling_Delta
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,298.98,0.044721359550286346,-0.10000000000002274,308.97999999999996,0.04472135955105379,-0.10000000000002274,1538.0,156.49121381087178,68.0,37.44,7.924834383127467,-5.700000000000003,23.8,5.263078946776134,3.0,0.0,0.0,13.0,-1.6200000000000003,3.0
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,298.96,0.05477225575080923,0.0,308.96000000000004,0.05477225575139888,0.0,1527.8,135.0062961494759,266.0,37.24,8.265772801135977,-13.7,27.0,4.949747468305648,3.0,-0.02000000000000455,-0.02000000000000455,-10.2,-0.2,3.2
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.94,0.05477225575084945,0.0,308.94,0.05477225575142223,0.0,1606.6,176.60492631860527,77.0,33.44,8.789368578003728,-0.9000000000000021,30.0,4.123105625617439,2.0,-0.02000000000000455,-0.02000000000000455,78.8,-3.8,3.0
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,298.91999999999996,0.04472135955043807,0.0,308.91999999999996,0.04472135955113958,0.0,1643.2,179.329863659124,-103.0,32.5,9.247972750824868,2.200000000000003,32.4,3.9749213828701286,2.0,-0.02000000000000455,-0.02000000000000455,36.6,-0.9399999999999998,2.4
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.94,0.08944271910020891,0.20000000000004547,308.91999999999996,0.04472135955113958,0.10000000000002274,1649.4,169.9302798208724,-277.0,32.06,8.516043682367961,15.899999999999999,35.0,3.807886552931715,3.0,0.02000000000000455,0.0,6.2,-0.44000000000000056,2.6
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,298.96,0.08944271910019462,-0.10000000000002274,308.91999999999996,0.04472135955113958,-0.10000000000002274,1676.4,146.83085506799992,172.0,30.54,7.470140560926495,-11.100000000000001,37.4,3.6469165057618445,2.0,0.02000000000000455,0.0,27.0,-1.5200000000000002,2.4
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,298.98,0.08366600265361254,0.0,308.93999999999994,0.05477225575142223,0.10000000000002274,1596.0,196.1721183043095,-271.0,35.82,11.51637963945264,20.300000000000004,39.6,3.6469165057618445,2.0,0.02000000000000455,0.02000000000000455,-80.4,5.28,2.2
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,299.0,0.07071067811888684,0.0,308.96,0.05477225575139888,0.0,1545.0,147.15128269913245,224.0,37.9,9.872942823697471,-16.900000000000006,42.0,3.807886552931715,3.0,0.02000000000000455,0.02000000000000455,-51.0,2.0799999999999996,2.4
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,299.0,0.07071067811888684,-0.10000000000002274,308.96000000000004,0.05477225575139888,-0.10000000000002274,1549.6,154.44189846023005,175.0,38.46,9.160949732424003,-5.399999999999999,44.6,3.9749213828701286,3.0,0.0,0.0,4.6,0.5599999999999994,2.6
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,298.96,0.0547722557508261,0.0,308.92,0.0836660026539977,-0.0999999999999659,1565.4,145.4864254836169,-221.0,36.4,9.042123644365816,2.8000000000000043,47.2,4.438468204234223,3.0,-0.0400000000000091,-0.039999999999997725,15.8,-2.0599999999999996,2.6
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.91999999999996,0.08366600265362273,-0.0999999999999659,308.9,0.10000000000049525,0.0,1545.6,142.5650728614832,-6.0,38.9,9.21330559571316,11.699999999999996,49.8,4.438468204234223,2.0,-0.039999999999997725,-0.01999999999999318,-19.8,2.5,2.6
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,298.88,0.08366600265363802,0.0,308.88,0.08366600265400917,0.0999999999999659,1645.8,147.5726939511508,329.0,33.46,7.209230194687864,-19.4,52.4,3.9749213828701286,2.0,-0.039999999999997725,-0.02000000000000455,100.2,-5.44,2.6
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,298.84,0.05477225575092339,0.0,308.84000000000003,0.054772255751490334,-0.0999999999999659,1729.0,204.11393876950203,139.0,30.54,9.009605984725367,-4.300000000000001,54.8,3.4928498393143363,2.0,-0.039999999999997725,-0.039999999999997725,83.2,-2.9199999999999995,2.4
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,298.82000000000005,0.04472135955055008,0.0,308.82000000000005,0.044721359551244434,0.0,1690.0,217.30163368000717,-436.0,32.68,10.032297842468555,19.900000000000002,57.0,3.1622776601680926,2.0,-0.01999999999999318,-0.01999999999999318,-39.0,2.1400000000000006,2.2
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,298.8,0.0,0.0,308.82,0.044721359551244434,0.0,1672.4,236.33196990673952,-114.0,34.239999999999995,10.625111764118026,-0.10000000000000142,59.0,3.1622776601680926,2.0,-0.01999999999999318,0.0,-17.6,1.5599999999999994,2.0
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,298.8,0.0,0.0,308.8,0.07071067811949532,-0.10000000000002274,1657.8,249.74326817754272,9.0,34.040000000000006,10.392930289384186,2.8999999999999986,61.2,3.4928498393143363,3.0,0.0,-0.02000000000000455,-14.6,-0.2,2.2
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,298.8,0.0,0.0,308.76,0.05477225575172449,0.0,1605.6,225.0617692990083,141.0,35.260000000000005,9.374593324512766,-12.299999999999997,63.4,3.6469165057618445,2.0,0.0,-0.039999999999997725,-52.2,1.2200000000000002,2.2
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,298.8,0.0,0.0,308.73999999999995,0.054772255751764705,0.0,1496.4,71.1463280851515,-146.0,40.82,6.329849919231857,17.4,65.6,3.646916505761846,2.0,0.0,-0.02000000000000455,-109.2,5.5600000000000005,2.2
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,298.8,0.0,0.0,308.74,0.054772255751764705,0.10000000000002274,1484.8,63.52322409953715,52.0,42.06,6.8609766068687055,-1.7000000000000028,67.8,3.492849839314339,2.0,0.0,0.0,-11.6,1.239999999999999,2.2
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,298.82,0.044721359550521485,0.0999999999999659,308.74,0.054772255751764705,0.0,1520.8,81.07527366589656,124.0,40.5,8.082388260904043,-14.099999999999994,70.2,3.492849839314339,3.0,0.01999999999999318,0.0,36.0,-1.5599999999999994,2.4
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,298.84000000000003,0.05477225575086631,0.0,308.74,0.054772255751764705,-0.10000000000002274,1545.2,72.32703505605646,-49.0,38.64,8.31492633761715,1.3999999999999986,73.0,4.690415759823238,5.0,0.01999999999999318,0.0,24.4,-1.8599999999999994,2.8
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,298.84000000000003,0.05477225575086631,-0.0999999999999659,308.71999999999997,0.08366600265424144,-0.0999999999999659,1601.4,165.705461587722,300.0,36.92,10.786658426037196,-11.600000000000001,75.8,5.118593556827716,2.0,0.0,-0.01999999999999318,56.2,-1.7200000000000002,2.8
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,298.82,0.08366600265369152,-0.10000000000002274,308.70000000000005,0.10000000000071765,0.0,1612.2,154.33308135328605,-373.0,35.92,9.612595903292679,21.0,78.6,4.979959839195314,2.0,-0.02000000000000455,-0.01999999999999318,10.8,-1.0,2.8
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,298.82,0.08366600265369152,0.10000000000002274,308.68,0.08366600265429028,0.0999999999999659,1612.4,154.1470077555838,-1.0,34.46,7.959145682797815,-4.0,82.0,5.147815070493328,5.0,0.0,-0.02000000000000455,0.2,-1.4599999999999995,3.4
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,298.8,0.07071067811905264,0.0,308.64,0.05477225575195995,-0.0999999999999659,1585.4,163.78583577342704,-12.0,36.3,8.495881355103732,2.3999999999999986,85.4,4.979959839195314,3.0,-0.01999999999999318,-0.039999999999997725,-27.0,1.8399999999999992,3.4
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,298.78000000000003,0.04472135955070737,0.0,308.62,0.044721359551819606,0.0,1607.0,168.62680688431485,194.0,35.36,9.042566007500257,-12.5,88.4,5.412947441089577,3.0,-0.01999999999999318,-0.01999999999999318,21.6,-0.9400000000000006,3.0
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,298.78000000000003,0.04472135955070737,0.0,308.62,0.044721359551819606,0.0,1518.8,94.33292108272707,-249.0,40.0,6.343500610861449,16.300000000000004,91.4,5.128352561983056,2.0,0.0,0.0,-88.2,4.640000000000001,3.0
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,298.82,0.04472135955052307,0.0999999999999659,308.64,0.05477225575195995,0.0999999999999659,1531.8,95.39496842077162,133.0,38.120000000000005,6.439099315898103,-11.600000000000001,94.4,3.9749213828701264,2.0,0.039999999999997725,0.01999999999999318,13.0,-1.8799999999999997,3.0
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,298.82000000000005,0.04472135955052307,-0.0999999999999659,308.62,0.044721359551819606,-0.0999999999999659,1552.0,97.1262065562123,35.0,36.82000000000001,6.739955489467221,-1.1000000000000014,96.8,3.4928498393143315,2.0,0.0,-0.01999999999999318,20.2,-1.3,2.4
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,298.82000000000005,0.04472135955052307,0.0,308.62,0.044721359551819606,0.0,1596.2,109.12699024531014,108.0,34.06,6.961537186570157,-4.899999999999999,99.0,3.1622776601680878,2.0,0.0,0.0,44.2,-2.7599999999999993,2.2
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,298.8,0.07071067811905717,-0.10000000000002274,308.6,0.07071067811983849,-0.10000000000002274,1553.6,109.80801427946875,-240.0,36.32,6.90449129190553,12.600000000000001,101.2,3.4928498393143315,3.0,-0.02000000000000455,-0.02000000000000455,-42.6,2.2600000000000007,2.2
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,298.82,0.08366600265368855,0.19999999999998863,308.62,0.08366600265438624,0.19999999999998863,1554.0,109.25200226998139,-34.0,36.120000000000005,6.571301241002369,4.0,103.4,3.6469165057618387,2.0,0.01999999999999318,0.01999999999999318,0.4,-0.2,2.2
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,298.82,0.08366600265368855,0.0,308.62,0.08366600265438624,0.0,1552.8,109.14760647856653,125.0,37.54,6.78918257229833,-3.5,105.6,3.6469165057618387,2.0,0.0,0.0,-1.2,1.4200000000000004,2.2
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,298.86,0.11401754251004284,0.10000000000002274,308.66,0.11401754251062056,0.10000000000002274,1495.0,148.12663501207342,-248.0,41.08,8.280821215314312,9.5,107.8,3.4928498393143315,2.0,0.039999999999997725,0.039999999999997725,-57.8,3.5400000000000005,2.2
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,298.88,0.10954451150112686,-0.10000000000002274,308.67999999999995,0.10954451150176839,-0.10000000000002274,1462.8,100.29805581365981,236.0,44.14,4.011608156338275,-7.300000000000004,110.0,3.1622776601680878,2.0,0.01999999999999318,0.01999999999999318,-32.2,3.0599999999999996,2.2
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,298.91999999999996,0.044721359550038475,0.0,308.71999999999997,0.04472135955178544,0.0,1514.8,155.32449903347515,181.0,41.88,7.814537734248881,-14.0,112.0,3.1622776601680878,2.0,0.039999999999997725,0.039999999999997725,52.0,-2.2600000000000007,2.0
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,298.91999999999996,0.044721359550038475,0.0,308.7,0.07071067811978873,-0.0999999999999659,1540.2,148.85294756906907,-167.0,39.38,8.642453355384655,2.8000000000000043,114.0,3.1622776601680878,2.0,0.0,-0.01999999999999318,25.4,-2.5,2.0
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,298.93999999999994,0.05477225575047972,0.10000000000002274,308.68,0.08366600265437478,0.0,1494.4,174.9494212622609,-231.0,43.24,12.91328773008639,28.299999999999997,116.0,3.1622776601680878,2.0,0.02000000000000455,-0.01999999999999318,-45.8,3.8599999999999994,2.0
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,298.91999999999996,0.044721359550038475,-0.10000000000002274,308.64,0.05477225575204881,0.0,1515.0,152.42211125686464,84.0,42.4,12.43442801257861,-14.0,118.0,3.1622776601680878,2.0,-0.02000000000000455,-0.039999999999997725,20.6,-0.8400000000000005,2.0
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,298.94,0.05477225575047972,0.10000000000002274,308.62,0.044721359551928436,0.0,1523.2,155.57699058665463,174.0,41.440000000000005,12.522899025385438,-7.899999999999999,120.0,3.1622776601680878,2.0,0.02000000000000455,-0.01999999999999318,8.2,-0.9599999999999994,2.0
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,298.93999999999994,0.05477225575047972,-0.10000000000002274,308.58000000000004,0.044721359552055535,-0.10000000000002274,1489.6,112.82641534676189,-28.0,42.42,11.494650929889067,-4.300000000000004,122.0,3.1622776601680878,2.0,0.0,-0.039999999999997725,-33.6,0.9799999999999998,2.0
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,298.91999999999996,0.0836660026534308,-0.0999999999999659,308.5400000000001,0.08944271910107524,-0.10000000000002274,1472.2,105.74119348673925,-86.0,44.2,10.123734488813888,6.800000000000004,124.0,3.1622776601680878,2.0,-0.01999999999999318,-0.0400000000000091,-17.4,1.7799999999999998,2.0
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,298.88,0.0836660026535293,0.0,308.5,0.10000000000100612,0.0,1553.8,123.53622950373719,264.0,37.64,7.094927765664653,-13.400000000000002,126.0,3.1622776601680878,2.0,-0.039999999999997725,-0.0400000000000091,81.6,-6.56,2.0
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,298.84,0.11401754251009145,-0.10000000000002274,308.46000000000004,0.08944271910114514,0.0,1559.4,115.96033804711003,-296.0,36.98,6.156053930887804,15.500000000000004,128.0,3.1622776601680878,2.0,-0.039999999999997725,-0.0400000000000091,5.6,-0.6599999999999995,2.0
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,298.78,0.08366600265382867,0.0,308.41999999999996,0.04472135955233911,0.0,1528.0,127.31849826321402,-11.0,39.18,8.426565136519113,6.399999999999999,130.2,3.4928498393143346,3.0,-0.060000000000002274,-0.0400000000000091,-31.4,2.2,2.2
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,298.76000000000005,0.05477225575126782,0.10000000000002274,308.4,0.0,0.0,1490.0,143.12581877495072,-61.0,42.92,9.763042558546987,3.3999999999999986,132.6,3.9749213828701313,3.0,-0.01999999999999318,-0.02000000000000455,-38.0,3.7400000000000007,2.4
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,298.76,0.05477225575126782,0.0,308.41999999999996,0.04472135955233911,0.10000000000002274,1537.6,172.60011587481637,342.0,40.4,11.770089209517465,-24.5,135.0,4.123105625617443,2.0,0.0,0.02000000000000455,47.6,-2.5200000000000005,2.4
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,298.73999999999995,0.054772255751348246,-0.10000000000002274,308.43999999999994,0.05477225575240164,0.0,1474.2,135.2172326295729,-291.0,44.0,9.435835946009224,17.200000000000003,137.6,4.277849927241279,3.0,-0.02000000000000455,0.02000000000000455,-63.4,3.6000000000000005,2.6
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,298.74,0.054772255751348246,0.0,308.47999999999996,0.08366600265462869,0.10000000000002274,1445.4,157.54777053325773,-123.0,46.42,10.652558378154989,9.599999999999994,140.8,4.96990945591549,5.0,0.0,0.0400000000000091,-28.8,2.419999999999999,3.2
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,298.76000000000005,0.05477225575126782,0.10000000000002274,308.52,0.08366600265462869,0.0,1449.2,157.31242798965388,152.0,46.379999999999995,10.637997931941895,-5.899999999999999,143.8,5.118593556827711,2.0,0.02000000000000455,0.0400000000000091,3.8,-0.04000000000000057,3.0
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,298.76,0.05477225575126782,0.0,308.56,0.05477225575240164,0.0,1429.0,175.60609328835955,-181.0,46.94,11.135663428821836,6.399999999999999,147.2,5.8906705900091,5.0,0.0,0.0400000000000091,-20.2,0.5599999999999994,3.4
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,298.76,0.05477225575126782,0.0,308.58000000000004,0.044721359552339114,0.0,1389.0,103.13825672368152,243.0,48.459999999999994,8.092156696456156,-19.699999999999996,150.6,5.594640292279585,2.0,0.0,0.02000000000000455,-40.0,1.5200000000000002,3.4
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,298.76,0.05477225575126782,-0.10000000000002274,308.58000000000004,0.044721359552339114,-0.10000000000002274,1413.8,125.03879398010858,33.0,46.36,10.100643543854027,-0.8999999999999986,153.8,4.658325879540652,2.0,0.0,0.0,24.8,-2.1,3.2
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,298.74,0.08944271910048934,-0.0999999999999659,308.54,0.08944271910114514,-0.10000000000002274,1510.0,183.8926317175325,234.0,40.94,11.30345080052988,-7.0000000000000036,156.4,4.2190046219455795,2.0,-0.01999999999999318,-0.0400000000000091,96.2,-5.42,2.6
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,298.70000000000005,0.10000000000053749,0.0,308.5,0.10000000000102637,0.0,1501.6,188.2825005145195,-371.0,41.160000000000004,11.51794252460046,22.3,159.2,3.492849839314334,3.0,-0.039999999999997725,-0.0400000000000091,-8.4,0.22000000000000028,2.8
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,298.65999999999997,0.08944271910071494,0.0,308.46,0.08944271910114514,0.0,1526.2,155.27298541600868,-16.0,38.480000000000004,8.395653637448332,-8.100000000000001,162.0,4.690415759823236,5.0,-0.039999999999997725,-0.0400000000000091,24.6,-2.6799999999999997,2.8
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,298.6,0.07071067811984146,-0.10000000000002274,308.41999999999996,0.04472135955233911,0.0,1526.6,155.22660854376755,122.0,37.980000000000004,8.643610356789539,-8.799999999999997,165.0,5.431390245599941,3.0,-0.060000000000002274,-0.0400000000000091,0.4,-0.5,3.0
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,298.56,0.054772255752295246,0.0,308.4,0.0,0.0,1540.2,160.03655832340326,99.0,38.16,8.580384606764396,2.5,168.0,5.431390245599941,2.0,-0.039999999999997725,-0.02000000000000455,13.6,0.17999999999999972,3.0
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,298.52000000000004,0.08366600265474333,-0.10000000000002274,308.4,0.0,0.0,1487.6,90.41460059083407,-97.0,40.54,6.5332227881803915,4.0,171.6,5.594640292279585,5.0,-0.0400000000000091,0.0,-52.6,2.3800000000000003,3.6
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,298.46,0.11401754251106175,-0.0999999999999659,308.38,0.04472135955240902,-0.0999999999999659,1482.0,97.2625313263029,-136.0,40.04,5.610971395400223,7.899999999999999,175.0,4.9497474683056515,2.0,-0.060000000000002274,-0.01999999999999318,-5.6,-0.5,3.4
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,298.41999999999996,0.0836660026551115,0.0999999999999659,308.36,0.054772255752511254,0.0,1498.4,84.10588564422858,94.0,39.54,5.457380323928276,-8.100000000000001,178.0,4.9497474683056515,3.0,-0.0400000000000091,-0.01999999999999318,16.4,-0.5,3.0
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,298.4,0.0707106781207589,0.0,308.34000000000003,0.05477225575254628,0.0,1480.2,89.80924228608131,-51.0,41.36,4.395224681401354,2.8000000000000043,180.8,4.658325879540652,2.0,-0.02000000000000455,-0.01999999999999318,-18.2,1.8200000000000003,2.8
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,298.38,0.04472135955346797,0.0,308.3,0.07071067812029265,-0.10000000000002274,1450.4,51.83435154412621,41.0,41.660000000000004,3.9778134697343024,-5.100000000000001,183.6,3.6469165057618436,2.0,-0.02000000000000455,-0.039999999999997725,-29.8,0.3,2.8
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,298.38,0.04472135955346797,0.0,308.26,0.054772255752707145,0.0,1464.2,76.6009138326695,121.0,41.839999999999996,3.90934777168771,3.3999999999999986,186.0,3.8078865529317154,3.0,0.0,-0.039999999999997725,13.8,0.17999999999999972,2.4
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,298.4,0.0,0.0,308.23999999999995,0.054772255752730495,0.0,1558.4,173.69887737115647,266.0,37.64,6.2292054067914115,-14.0,188.6,3.974921382870131,3.0,0.01999999999999318,-0.02000000000000455,94.2,-4.2,2.6
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,298.4,0.0,0.0,308.21999999999997,0.044721359552741875,0.0,1569.4,168.60545661395437,-322.0,36.9,6.112282715974393,9.200000000000003,191.0,4.123105625617443,2.0,0.0,-0.02000000000000455,11.0,-0.7399999999999991,2.4
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,298.4,0.0,0.0,308.2,0.0,0.0,1682.4,225.01622163746336,459.0,32.32,8.708157095505285,-16.400000000000002,193.4,3.974921382870131,2.0,0.0,-0.02000000000000455,113.0,-4.58,2.4
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,298.4,0.0,0.0,308.18,0.04472135955284038,-0.0999999999999659,1688.8,217.54700641470575,-492.0,34.0,10.588673193559199,26.2,196.4,4.505552130427321,5.0,0.0,-0.01999999999999318,6.4,1.6799999999999997,3.0
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,298.4,0.0,0.0,308.17999999999995,0.04472135955284038,0.0999999999999659,1667.6,234.79416517452051,-17.0,34.5,11.050791826833006,-2.5,199.4,4.979959839195307,3.0,0.0,0.0,-21.2,0.5,3.0
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,298.4,0.0,0.0,308.17999999999995,0.04472135955284038,0.0,1597.4,218.53443664557773,21.0,37.1,10.352294431670659,-3.5,202.8,6.058052492344228,5.0,0.0,0.0,-70.2,2.6,3.4
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,298.4,0.0,0.0,308.18,0.04472135955284038,0.0,1586.0,224.46603306513887,-28.0,39.260000000000005,11.208835800385312,7.0,206.4,6.3482280992414,3.0,0.0,0.0,-11.4,2.1599999999999993,3.6
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,298.4,0.0,0.0,308.18,0.04472135955284038,0.0,1445.0,91.8558653543693,-189.0,47.44,7.889423299582799,13.700000000000003,210.0,5.431390245599929,2.0,0.0,0.0,-141.0,8.180000000000001,3.6
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,298.38,0.04472135955346797,-0.0999999999999659,308.18,0.04472135955284038,-0.0999999999999659,1428.4,87.97897476101902,130.0,48.7,8.102160205772286,-8.400000000000006,213.0,4.690415759823223,2.0,-0.01999999999999318,0.0,-16.6,1.2599999999999993,3.0
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,298.36,0.054772255753479666,0.0,308.16,0.054772255752897195,0.0,1450.0,112.92253982265908,174.0,47.1,9.962178476618453,-16.799999999999997,171.8,96.0739298665356,-218.0,-0.01999999999999318,-0.01999999999999318,21.6,-1.6,-41.2
